# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
453           	smoothSolver	1.220590e-04	9.453810e-06	8	2.626420e-03	2.192270e-04	7	2.422750e-03	1.991550e-04	7	false	GAMG	1.315450e-03	5.255700e-06	4	true
454           	smoothSolver	1.215610e-04	9.313860e-06	8	2.613500e-03	2.159600e-04	7	2.415170e-03	1.965660e-04	7	false	GAMG	1.307460e-03	5.144210e-06	4	true
455           	smoothSolver	1.204240e-04	9.184150e-06	8	2.578880e-03	2.113320e-04	7	2.390260e-03	1.926520e-04	7	false	GAMG	1.299510e-03	5.062450e-06	4	true
456           	smoothSolver	1.195410e-04	1.193480e-05	7	2.559100e-03	2.062300e-04	7	2.375810e-03	1.892390e-04	7	false	GAMG	1.288040e-03	4.951250e-06	4	true
457           	smoothSolver	1.177420e-04	1.167370e-05	7	2.509710e-03	1.989940e-04	7	2.338590e-03	1.839490e-04	7	false	GAMG	1.274460e-03	4.870390e-06	4	true
458           	smoothSolver	1.163370e-04	1.134990e-05	7	2.468480e-03	1.930970e-04	7	2.310160e-03	1.796920e-04	7	false	GAMG	1.264850e-03	4.784710e-06	4	true
459           	smoothSolver	1.144280e-04	1.103560e-05	7	2.422650e-03	1.870880e-04	7	2.272690e-03	1.758150e-04	7	false	GAMG	1.255390e-03	4.774920e-06	4	true
460           	smoothSolver	1.129500e-04	1.070670e-05	7	2.400370e-03	1.826520e-04	7	2.253940e-03	1.721170e-04	7	false	GAMG	1.250820e-03	4.825450e-06	4	true
461           	smoothSolver	1.113310e-04	1.046270e-05	7	2.379680e-03	1.796290e-04	7	2.238360e-03	1.689800e-04	7	false	GAMG	1.244940e-03	4.866740e-06	4	true
462           	smoothSolver	1.103850e-04	1.023430e-05	7	2.378160e-03	1.782130e-04	7	2.235780e-03	1.666200e-04	7	false	GAMG	1.238400e-03	4.838630e-06	4	true
463           	smoothSolver	1.089120e-04	1.005990e-05	7	2.364300e-03	1.765840e-04	7	2.224870e-03	1.646220e-04	7	false	GAMG	1.233620e-03	4.819030e-06	4	true
464           	smoothSolver	1.075540e-04	9.862850e-06	7	2.360760e-03	1.751070e-04	7	2.215820e-03	2.201340e-04	6	false	GAMG	1.225730e-03	4.691060e-06	4	true
465           	smoothSolver	1.057280e-04	9.725820e-06	7	2.332620e-03	1.722630e-04	7	2.202000e-03	2.186130e-04	6	false	GAMG	1.217790e-03	4.701090e-06	4	true
466           	smoothSolver	1.047010e-04	9.585840e-06	7	2.313680e-03	2.305770e-04	6	2.193610e-03	2.167510e-04	6	false	GAMG	1.210920e-03	4.651000e-06	4	true
467           	smoothSolver	1.032900e-04	9.506770e-06	7	2.287040e-03	2.271140e-04	6	2.170740e-03	2.134130e-04	6	false	GAMG	1.202770e-03	4.617090e-06	4	true
468           	smoothSolver	1.026810e-04	9.456050e-06	7	2.272890e-03	2.243320e-04	6	2.155210e-03	2.096620e-04	6	false	GAMG	1.191220e-03	4.551790e-06	4	true
469           	smoothSolver	1.018380e-04	9.446350e-06	7	2.245390e-03	2.208520e-04	6	2.130700e-03	2.062980e-04	6	false	GAMG	1.178410e-03	4.514640e-06	4	true
470           	smoothSolver	1.012340e-04	9.417240e-06	7	2.225820e-03	2.183850e-04	6	2.116600e-03	2.035840e-04	6	false	GAMG	1.162120e-03	4.467880e-06	4	true
471           	smoothSolver	1.001890e-04	9.403100e-06	7	2.195590e-03	2.168110e-04	6	2.088550e-03	2.017770e-04	6	false	GAMG	1.152030e-03	4.476090e-06	4	true
472           	smoothSolver	9.977840e-05	9.376030e-06	7	2.183640e-03	2.158670e-04	6	2.080000e-03	2.010130e-04	6	false	GAMG	1.141060e-03	4.477740e-06	4	true
473           	smoothSolver	9.916500e-05	9.337240e-06	7	2.167610e-03	2.158700e-04	6	2.059250e-03	2.001760e-04	6	false	GAMG	1.130570e-03	4.449500e-06	4	true
474           	smoothSolver	9.839150e-05	9.244750e-06	7	2.150220e-03	2.145770e-04	6	2.045670e-03	2.000030e-04	6	false	GAMG	1.122220e-03	4.386000e-06	4	true
475           	smoothSolver	9.774000e-05	9.216150e-06	7	2.132300e-03	1.597310e-04	7	2.016520e-03	1.976530e-04	6	false	GAMG	1.116390e-03	4.318500e-06	4	true
476           	smoothSolver	9.732830e-05	9.148830e-06	7	2.122760e-03	1.592680e-04	7	2.015470e-03	1.989120e-04	6	false	GAMG	1.110620e-03	4.260120e-06	4	true
477           	smoothSolver	9.668700e-05	9.113590e-06	7	2.112470e-03	1.599070e-04	7	2.011200e-03	2.007420e-04	6	false	GAMG	1.106610e-03	4.170530e-06	4	true
478           	smoothSolver	9.627860e-05	9.083920e-06	7	2.112740e-03	1.611010e-04	7	2.008140e-03	1.504010e-04	7	false	GAMG	1.104400e-03	4.227550e-06	4	true
479           	smoothSolver	9.622760e-05	9.116370e-06	7	2.117170e-03	1.636550e-04	7	2.001940e-03	1.510850e-04	7	false	GAMG	1.104230e-03	4.187860e-06	4	true
480           	smoothSolver	9.656040e-05	9.186230e-06	7	2.130650e-03	1.659310e-04	7	2.006840e-03	1.517400e-04	7	false	GAMG	1.102440e-03	4.234540e-06	4	true
481           	smoothSolver	9.619830e-05	9.221570e-06	7	2.133430e-03	1.676510e-04	7	2.003200e-03	1.520940e-04	7	false	GAMG	1.102480e-03	4.297250e-06	4	true
482           	smoothSolver	9.631750e-05	9.298110e-06	7	2.144530e-03	1.691900e-04	7	1.999200e-03	1.518620e-04	7	false	GAMG	1.098790e-03	4.366110e-06	4	true
483           	smoothSolver	9.629510e-05	9.396110e-06	7	2.141130e-03	1.699520e-04	7	1.988910e-03	1.512570e-04	7	false	GAMG	1.098890e-03	4.382910e-06	4	true
484           	smoothSolver	9.621590e-05	9.465860e-06	7	2.133800e-03	1.689160e-04	7	1.970240e-03	1.493120e-04	7	false	GAMG	1.096720e-03	4.356100e-06	4	true
485           	smoothSolver	9.576790e-05	9.485870e-06	7	2.110890e-03	1.667420e-04	7	1.946170e-03	1.464400e-04	7	false	GAMG	1.095220e-03	4.364640e-06	4	true
486           	smoothSolver	9.607820e-05	9.465500e-06	7	2.090970e-03	1.641460e-04	7	1.924230e-03	1.437900e-04	7	false	GAMG	1.092070e-03	4.320330e-06	4	true
487           	smoothSolver	9.555640e-05	9.418370e-06	7	2.061210e-03	1.607670e-04	7	1.891990e-03	1.403920e-04	7	false	GAMG	1.089240e-03	4.381000e-06	4	true
488           	smoothSolver	9.572330e-05	9.334070e-06	7	2.043110e-03	1.574820e-04	7	1.874140e-03	1.861590e-04	6	false	GAMG	1.080980e-03	4.189320e-06	4	true
489           	smoothSolver	9.466540e-05	9.214110e-06	7	1.997830e-03	1.532190e-04	7	1.848960e-03	1.834290e-04	6	false	GAMG	1.077910e-03	4.288510e-06	4	true
490           	smoothSolver	9.424060e-05	9.086820e-06	7	1.977400e-03	1.496830e-04	7	1.834220e-03	1.815180e-04	6	false	GAMG	1.075580e-03	4.269680e-06	4	true
491           	smoothSolver	9.337600e-05	8.952270e-06	7	1.960430e-03	1.469870e-04	7	1.821030e-03	1.789270e-04	6	false	GAMG	1.078410e-03	4.395770e-06	4	true
492           	smoothSolver	9.338700e-05	8.823140e-06	7	1.959120e-03	1.953740e-04	6	1.820900e-03	1.778950e-04	6	false	GAMG	1.074960e-03	4.342840e-06	4	true
493           	smoothSolver	9.244520e-05	8.660100e-06	7	1.943670e-03	1.931980e-04	6	1.813710e-03	1.749620e-04	6	false	GAMG	1.077260e-03	4.430260e-06	4	true
494           	smoothSolver	9.199190e-05	8.497700e-06	7	1.955900e-03	1.919500e-04	6	1.815170e-03	1.737670e-04	6	false	GAMG	1.075770e-03	4.407830e-06	4	true
495           	smoothSolver	9.123850e-05	8.340820e-06	7	1.956890e-03	1.911210e-04	6	1.812210e-03	1.717340e-04	6	false	GAMG	1.080100e-03	4.480190e-06	4	true
496           	smoothSolver	9.094640e-05	8.181700e-06	7	1.968100e-03	1.902780e-04	6	1.816900e-03	1.701760e-04	6	false	GAMG	1.077250e-03	4.463750e-06	4	true
497           	smoothSolver	8.948600e-05	7.992070e-06	7	1.960640e-03	1.882090e-04	6	1.803950e-03	1.678290e-04	6	false	GAMG	1.076350e-03	4.455940e-06	4	true
498           	smoothSolver	8.901950e-05	7.872670e-06	7	1.962640e-03	1.868900e-04	6	1.795090e-03	1.656310e-04	6	false	GAMG	1.066350e-03	4.428110e-06	4	true
499           	smoothSolver	8.737920e-05	7.739960e-06	7	1.937820e-03	1.848990e-04	6	1.772010e-03	1.631340e-04	6	false	GAMG	1.061830e-03	4.394740e-06	4	true
500           	smoothSolver	8.669820e-05	7.659060e-06	7	1.929170e-03	1.832160e-04	6	1.753660e-03	1.602730e-04	6	false	GAMG	1.048970e-03	4.339550e-06	4	true
