# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
362           	4.107418e-01	1.916170e-01	2.191248e-01	7.178271e-02	1.909108e-01	-1.191281e-01	1.550194e-01	-1.375388e-02	2.283071e-03	1.987399e-02	1.222006e-02	7.653924e-03
363           	4.106378e-01	1.916731e-01	2.189647e-01	7.176299e-02	1.908595e-01	-1.190965e-01	1.549780e-01	-1.364581e-02	2.279845e-03	1.960358e-02	1.208164e-02	7.521947e-03
364           	4.105606e-01	1.916952e-01	2.188654e-01	7.178155e-02	1.908108e-01	-1.190292e-01	1.549200e-01	-1.358511e-02	2.264958e-03	1.945996e-02	1.199494e-02	7.465020e-03
365           	4.104513e-01	1.916805e-01	2.187708e-01	7.179841e-02	1.907673e-01	-1.189689e-01	1.548681e-01	-1.354512e-02	2.263201e-03	1.936795e-02	1.194718e-02	7.420773e-03
366           	4.104056e-01	1.916592e-01	2.187463e-01	7.189696e-02	1.907951e-01	-1.188982e-01	1.548466e-01	-1.354356e-02	2.240616e-03	1.937066e-02	1.192595e-02	7.444716e-03
367           	4.102474e-01	1.915828e-01	2.186646e-01	7.195525e-02	1.907582e-01	-1.188029e-01	1.547805e-01	-1.354090e-02	2.225633e-03	1.936773e-02	1.190950e-02	7.458230e-03
368           	4.100877e-01	1.914759e-01	2.186118e-01	7.205734e-02	1.907257e-01	-1.186684e-01	1.546971e-01	-1.356793e-02	2.182755e-03	1.942885e-02	1.189718e-02	7.531670e-03
369           	4.098387e-01	1.913273e-01	2.185114e-01	7.213044e-02	1.906544e-01	-1.185240e-01	1.545892e-01	-1.359202e-02	2.133438e-03	1.946554e-02	1.186621e-02	7.599332e-03
370           	4.096158e-01	1.911762e-01	2.184396e-01	7.224245e-02	1.905989e-01	-1.183565e-01	1.544777e-01	-1.363169e-02	2.041694e-03	1.954259e-02	1.181299e-02	7.729602e-03
371           	4.093409e-01	1.910168e-01	2.183241e-01	7.230469e-02	1.905114e-01	-1.182067e-01	1.543590e-01	-1.365362e-02	1.943797e-03	1.956400e-02	1.172580e-02	7.838202e-03
372           	4.091647e-01	1.908975e-01	2.182672e-01	7.241112e-02	1.904895e-01	-1.180783e-01	1.542839e-01	-1.368488e-02	1.814549e-03	1.961261e-02	1.162085e-02	7.991755e-03
373           	4.089640e-01	1.907786e-01	2.181854e-01	7.246276e-02	1.904431e-01	-1.179804e-01	1.542117e-01	-1.370341e-02	1.697902e-03	1.961739e-02	1.150659e-02	8.110791e-03
374           	4.088496e-01	1.906753e-01	2.181742e-01	7.255027e-02	1.904478e-01	-1.178975e-01	1.541727e-01	-1.374947e-02	1.558678e-03	1.968360e-02	1.140048e-02	8.283122e-03
375           	4.087504e-01	1.905784e-01	2.181720e-01	7.261283e-02	1.904733e-01	-1.178605e-01	1.541669e-01	-1.379681e-02	1.440741e-03	1.974229e-02	1.131189e-02	8.430404e-03
376           	4.087398e-01	1.904977e-01	2.182421e-01	7.270946e-02	1.905490e-01	-1.178395e-01	1.541943e-01	-1.387219e-02	1.323340e-03	1.988562e-02	1.126615e-02	8.619471e-03
377           	4.087183e-01	1.904062e-01	2.183121e-01	7.275309e-02	1.906144e-01	-1.178614e-01	1.542379e-01	-1.395295e-02	1.239883e-03	2.003667e-02	1.125822e-02	8.778453e-03
378           	4.087768e-01	1.903438e-01	2.184330e-01	7.285242e-02	1.907392e-01	-1.178868e-01	1.543130e-01	-1.404459e-02	1.165633e-03	2.022541e-02	1.127834e-02	8.947074e-03
379           	4.087976e-01	1.902736e-01	2.185240e-01	7.288128e-02	1.908170e-01	-1.179357e-01	1.543764e-01	-1.412522e-02	1.115553e-03	2.037987e-02	1.130549e-02	9.074381e-03
380           	4.088745e-01	1.902352e-01	2.186393e-01	7.295815e-02	1.909352e-01	-1.179771e-01	1.544562e-01	-1.420206e-02	1.078598e-03	2.053568e-02	1.134644e-02	9.189240e-03
381           	4.089022e-01	1.901806e-01	2.187216e-01	7.300760e-02	1.910441e-01	-1.180365e-01	1.545403e-01	-1.427051e-02	1.064450e-03	2.065510e-02	1.139200e-02	9.263102e-03
382           	4.089992e-01	1.901433e-01	2.188559e-01	7.297733e-02	1.910753e-01	-1.180980e-01	1.545867e-01	-1.435627e-02	1.033859e-03	2.083210e-02	1.144991e-02	9.382191e-03
383           	4.090037e-01	1.900758e-01	2.189279e-01	7.296498e-02	1.911032e-01	-1.181382e-01	1.546207e-01	-1.442608e-02	1.033772e-03	2.095498e-02	1.151126e-02	9.443717e-03
384           	4.091032e-01	1.900678e-01	2.190354e-01	7.300095e-02	1.911881e-01	-1.181871e-01	1.546876e-01	-1.448381e-02	1.025372e-03	2.106410e-02	1.155742e-02	9.506678e-03
385           	4.091344e-01	1.900983e-01	2.190362e-01	7.301300e-02	1.912539e-01	-1.182409e-01	1.547474e-01	-1.446896e-02	1.037800e-03	2.100754e-02	1.154157e-02	9.465969e-03
386           	4.092093e-01	1.901855e-01	2.190238e-01	7.304405e-02	1.913326e-01	-1.182885e-01	1.548106e-01	-1.441912e-02	1.069315e-03	2.089476e-02	1.151670e-02	9.378065e-03
387           	4.091725e-01	1.902600e-01	2.189125e-01	7.304702e-02	1.913545e-01	-1.183075e-01	1.548310e-01	-1.432624e-02	1.122690e-03	2.067075e-02	1.145807e-02	9.212687e-03
388           	4.091800e-01	1.904051e-01	2.187749e-01	7.302270e-02	1.913660e-01	-1.183433e-01	1.548547e-01	-1.418487e-02	1.184840e-03	2.035980e-02	1.136474e-02	8.995059e-03
389           	4.090739e-01	1.905563e-01	2.185176e-01	7.297450e-02	1.913303e-01	-1.183558e-01	1.548430e-01	-1.398065e-02	1.274706e-03	1.988454e-02	1.121697e-02	8.667562e-03
390           	4.090313e-01	1.907835e-01	2.182478e-01	7.290724e-02	1.913118e-01	-1.184046e-01	1.548582e-01	-1.373215e-02	1.384913e-03	1.931145e-02	1.104064e-02	8.270811e-03
391           	4.089146e-01	1.909866e-01	2.179280e-01	7.286055e-02	1.912864e-01	-1.184259e-01	1.548562e-01	-1.347066e-02	1.519852e-03	1.866699e-02	1.085335e-02	7.813646e-03
392           	4.088696e-01	1.912003e-01	2.176693e-01	7.280493e-02	1.912803e-01	-1.184754e-01	1.548779e-01	-1.323452e-02	1.650398e-03	1.807710e-02	1.068895e-02	7.388150e-03
393           	4.087595e-01	1.913378e-01	2.174217e-01	7.282650e-02	1.913016e-01	-1.184751e-01	1.548883e-01	-1.304196e-02	1.784844e-03	1.752126e-02	1.054547e-02	6.975786e-03
394           	4.087442e-01	1.914311e-01	2.173131e-01	7.279025e-02	1.912956e-01	-1.185054e-01	1.549005e-01	-1.294099e-02	1.891594e-03	1.718656e-02	1.048487e-02	6.701684e-03
395           	4.087139e-01	1.914514e-01	2.172625e-01	7.280311e-02	1.913145e-01	-1.185114e-01	1.549130e-01	-1.290558e-02	1.981200e-03	1.697777e-02	1.047009e-02	6.507685e-03
396           	4.087730e-01	1.914835e-01	2.172895e-01	7.278921e-02	1.913384e-01	-1.185492e-01	1.549438e-01	-1.290301e-02	2.048888e-03	1.689730e-02	1.049754e-02	6.399762e-03
397           	4.088124e-01	1.914858e-01	2.173266e-01	7.284851e-02	1.914135e-01	-1.185649e-01	1.549892e-01	-1.292037e-02	2.100130e-03	1.687733e-02	1.053880e-02	6.338537e-03
398           	4.089329e-01	1.915415e-01	2.173914e-01	7.289582e-02	1.915046e-01	-1.186088e-01	1.550567e-01	-1.292497e-02	2.137296e-03	1.689734e-02	1.058597e-02	6.311375e-03
399           	4.090124e-01	1.915758e-01	2.174366e-01	7.302677e-02	1.916389e-01	-1.186121e-01	1.551255e-01	-1.293044e-02	2.161096e-03	1.691998e-02	1.062109e-02	6.298894e-03
400           	4.091301e-01	1.916320e-01	2.174982e-01	7.311967e-02	1.917458e-01	-1.186262e-01	1.551860e-01	-1.293310e-02	2.164472e-03	1.699609e-02	1.066251e-02	6.333571e-03
401           	4.091521e-01	1.916182e-01	2.175339e-01	7.328764e-02	1.918647e-01	-1.185771e-01	1.552209e-01	-1.295789e-02	2.159070e-03	1.710148e-02	1.070981e-02	6.391672e-03
402           	4.092121e-01	1.915684e-01	2.176437e-01	7.339460e-02	1.919459e-01	-1.185513e-01	1.552486e-01	-1.303762e-02	2.110994e-03	1.736807e-02	1.079503e-02	6.573042e-03
403           	4.092060e-01	1.914501e-01	2.177559e-01	7.353050e-02	1.920280e-01	-1.184975e-01	1.552628e-01	-1.315288e-02	2.043163e-03	1.769755e-02	1.089194e-02	6.805610e-03
404           	4.092178e-01	1.913145e-01	2.179034e-01	7.356150e-02	1.920375e-01	-1.184760e-01	1.552568e-01	-1.329443e-02	1.945216e-03	1.811833e-02	1.100438e-02	7.113951e-03
405           	4.091430e-01	1.911113e-01	2.180318e-01	7.355036e-02	1.920008e-01	-1.184504e-01	1.552256e-01	-1.346024e-02	1.828327e-03	1.857398e-02	1.111532e-02	7.458662e-03
406           	4.090635e-01	1.909046e-01	2.181589e-01	7.340618e-02	1.918608e-01	-1.184546e-01	1.551577e-01	-1.362714e-02	1.688138e-03	1.906033e-02	1.121830e-02	7.842029e-03
407           	4.089399e-01	1.906979e-01	2.182420e-01	7.325958e-02	1.917152e-01	-1.184556e-01	1.550854e-01	-1.377204e-02	1.550331e-03	1.946328e-02	1.128197e-02	8.181310e-03
408           	4.088105e-01	1.905164e-01	2.182941e-01	7.304437e-02	1.915001e-01	-1.184558e-01	1.549780e-01	-1.388886e-02	1.414320e-03	1.981290e-02	1.132077e-02	8.492128e-03
409           	4.087049e-01	1.903783e-01	2.183266e-01	7.285232e-02	1.913217e-01	-1.184694e-01	1.548955e-01	-1.397415e-02	1.308252e-03	2.003352e-02	1.132501e-02	8.708510e-03
410           	4.086297e-01	1.902655e-01	2.183641e-01	7.267730e-02	1.911516e-01	-1.184743e-01	1.548130e-01	-1.404929e-02	1.223471e-03	2.023016e-02	1.133855e-02	8.891608e-03
411           	4.085773e-01	1.901729e-01	2.184044e-01	7.254254e-02	1.910301e-01	-1.184875e-01	1.547588e-01	-1.411573e-02	1.173459e-03	2.034867e-02	1.134780e-02	9.000877e-03
412           	4.085717e-01	1.900956e-01	2.184760e-01	7.242589e-02	1.909255e-01	-1.184996e-01	1.547126e-01	-1.419021e-02	1.144672e-03	2.048784e-02	1.138859e-02	9.099246e-03
413           	4.085983e-01	1.900422e-01	2.185561e-01	7.237741e-02	1.909035e-01	-1.185261e-01	1.547148e-01	-1.425692e-02	1.148147e-03	2.056660e-02	1.143145e-02	9.135155e-03
414           	4.086645e-01	1.899967e-01	2.186678e-01	7.232499e-02	1.908881e-01	-1.185631e-01	1.547256e-01	-1.433556e-02	1.157741e-03	2.068561e-02	1.150055e-02	9.185066e-03
415           	4.087196e-01	1.899711e-01	2.187485e-01	7.229477e-02	1.909048e-01	-1.186100e-01	1.547574e-01	-1.438871e-02	1.199376e-03	2.071810e-02	1.155842e-02	9.159672e-03
416           	4.087932e-01	1.899738e-01	2.188193e-01	7.225356e-02	1.909192e-01	-1.186656e-01	1.547924e-01	-1.442276e-02	1.245854e-03	2.074189e-02	1.161680e-02	9.125091e-03
417           	4.088669e-01	1.900015e-01	2.188654e-01	7.225057e-02	1.909867e-01	-1.187361e-01	1.548614e-01	-1.443194e-02	1.307198e-03	2.069234e-02	1.165337e-02	9.038974e-03
418           	4.089606e-01	1.900632e-01	2.188973e-01	7.221723e-02	1.910417e-01	-1.188245e-01	1.549331e-01	-1.441703e-02	1.357765e-03	2.062997e-02	1.167275e-02	8.957221e-03
419           	4.090565e-01	1.901447e-01	2.189118e-01	7.220525e-02	1.911405e-01	-1.189352e-01	1.550378e-01	-1.438355e-02	1.407517e-03	2.049808e-02	1.165656e-02	8.841524e-03
420           	4.091567e-01	1.902570e-01	2.188997e-01	7.213941e-02	1.911959e-01	-1.190565e-01	1.551262e-01	-1.432133e-02	1.438703e-03	2.033938e-02	1.160839e-02	8.730986e-03
421           	4.092721e-01	1.903862e-01	2.188859e-01	7.208073e-02	1.912867e-01	-1.192060e-01	1.552463e-01	-1.424986e-02	1.461682e-03	2.013666e-02	1.153001e-02	8.606646e-03
422           	4.094265e-01	1.905704e-01	2.188561e-01	7.201239e-02	1.913844e-01	-1.193720e-01	1.553782e-01	-1.414286e-02	1.477395e-03	1.990576e-02	1.143028e-02	8.475485e-03
423           	4.096308e-01	1.907832e-01	2.188476e-01	7.196340e-02	1.915348e-01	-1.195714e-01	1.555531e-01	-1.403218e-02	1.491742e-03	1.965860e-02	1.132104e-02	8.337557e-03
424           	4.098588e-01	1.910302e-01	2.188285e-01	7.191359e-02	1.916917e-01	-1.197781e-01	1.557349e-01	-1.389916e-02	1.507678e-03	1.941162e-02	1.121349e-02	8.198130e-03
425           	4.101004e-01	1.912681e-01	2.188322e-01	7.191091e-02	1.919023e-01	-1.199914e-01	1.559468e-01	-1.378206e-02	1.540614e-03	1.916902e-02	1.112512e-02	8.043896e-03
426           	4.103322e-01	1.914965e-01	2.188357e-01	7.187786e-02	1.920658e-01	-1.201879e-01	1.561268e-01	-1.366961e-02	1.585076e-03	1.895834e-02	1.106424e-02	7.894093e-03
427           	4.105745e-01	1.916747e-01	2.188997e-01	7.189934e-02	1.922816e-01	-1.203823e-01	1.563320e-01	-1.361249e-02	1.643639e-03	1.882721e-02	1.105724e-02	7.769965e-03
428           	4.108047e-01	1.918130e-01	2.189917e-01	7.190289e-02	1.924572e-01	-1.205543e-01	1.565058e-01	-1.358934e-02	1.706189e-03	1.879311e-02	1.110274e-02	7.690364e-03
429           	4.110520e-01	1.919133e-01	2.191387e-01	7.193178e-02	1.926557e-01	-1.207240e-01	1.566899e-01	-1.361270e-02	1.786820e-03	1.881232e-02	1.119298e-02	7.619340e-03
430           	4.112969e-01	1.919810e-01	2.193159e-01	7.195779e-02	1.928365e-01	-1.208787e-01	1.568576e-01	-1.366747e-02	1.851177e-03	1.891643e-02	1.130939e-02	7.607037e-03
431           	4.115180e-01	1.920129e-01	2.195050e-01	7.198943e-02	1.929849e-01	-1.209955e-01	1.569902e-01	-1.374605e-02	1.925949e-03	1.903719e-02	1.144455e-02	7.592648e-03
432           	4.117509e-01	1.920258e-01	2.197251e-01	7.202424e-02	1.931289e-01	-1.211047e-01	1.571168e-01	-1.384967e-02	1.980823e-03	1.922857e-02	1.159511e-02	7.633465e-03
433           	4.119613e-01	1.920123e-01	2.199490e-01	7.210717e-02	1.932892e-01	-1.211820e-01	1.572356e-01	-1.396836e-02	2.035452e-03	1.942717e-02	1.174904e-02	7.678131e-03
434           	4.121868e-01	1.919890e-01	2.201978e-01	7.213935e-02	1.933988e-01	-1.212595e-01	1.573292e-01	-1.410438e-02	2.054168e-03	1.969438e-02	1.190136e-02	7.793024e-03
435           	4.123695e-01	1.919353e-01	2.204341e-01	7.219954e-02	1.934980e-01	-1.212985e-01	1.573982e-01	-1.424941e-02	2.066690e-03	1.996016e-02	1.204677e-02	7.913391e-03
436           	4.125154e-01	1.918551e-01	2.206602e-01	7.222272e-02	1.935450e-01	-1.213222e-01	1.574336e-01	-1.440256e-02	2.041028e-03	2.027770e-02	1.217988e-02	8.097822e-03
437           	4.126128e-01	1.917644e-01	2.208484e-01	7.228973e-02	1.936048e-01	-1.213151e-01	1.574599e-01	-1.454205e-02	2.027737e-03	2.054802e-02	1.230175e-02	8.246271e-03
438           	4.127157e-01	1.916457e-01	2.210700e-01	7.231864e-02	1.936387e-01	-1.213201e-01	1.574794e-01	-1.471211e-02	1.980097e-03	2.092687e-02	1.244353e-02	8.483337e-03
439           	4.127624e-01	1.915250e-01	2.212374e-01	7.236525e-02	1.936763e-01	-1.213111e-01	1.574937e-01	-1.485617e-02	1.954632e-03	2.123451e-02	1.257189e-02	8.662623e-03
440           	4.128027e-01	1.913860e-01	2.214167e-01	7.234921e-02	1.936624e-01	-1.213132e-01	1.574878e-01	-1.501537e-02	1.895358e-03	2.161799e-02	1.270435e-02	8.913636e-03
441           	4.127935e-01	1.912642e-01	2.215293e-01	7.237445e-02	1.936689e-01	-1.212945e-01	1.574817e-01	-1.513253e-02	1.871824e-03	2.188158e-02	1.281262e-02	9.068967e-03
442           	4.127915e-01	1.911361e-01	2.216553e-01	7.236821e-02	1.936655e-01	-1.212973e-01	1.574814e-01	-1.525961e-02	1.816944e-03	2.219379e-02	1.291384e-02	9.279951e-03
443           	4.127657e-01	1.910313e-01	2.217343e-01	7.239604e-02	1.936878e-01	-1.212918e-01	1.574898e-01	-1.535150e-02	1.797668e-03	2.239073e-02	1.299303e-02	9.397695e-03
444           	4.127311e-01	1.909172e-01	2.218139e-01	7.240079e-02	1.936807e-01	-1.212799e-01	1.574803e-01	-1.544833e-02	1.762889e-03	2.260867e-02	1.306722e-02	9.541445e-03
445           	4.126878e-01	1.908161e-01	2.218717e-01	7.245956e-02	1.937257e-01	-1.212662e-01	1.574960e-01	-1.552778e-02	1.745048e-03	2.273522e-02	1.311266e-02	9.622563e-03
446           	4.126427e-01	1.907171e-01	2.219256e-01	7.251720e-02	1.937520e-01	-1.212348e-01	1.574934e-01	-1.560427e-02	1.709949e-03	2.285460e-02	1.313725e-02	9.717352e-03
447           	4.126058e-01	1.906248e-01	2.219810e-01	7.264344e-02	1.938268e-01	-1.211833e-01	1.575050e-01	-1.567811e-02	1.694474e-03	2.292083e-02	1.315489e-02	9.765940e-03
448           	4.125770e-01	1.905316e-01	2.220453e-01	7.276168e-02	1.938893e-01	-1.211277e-01	1.575085e-01	-1.575683e-02	1.659528e-03	2.301267e-02	1.316586e-02	9.846807e-03
449           	4.125607e-01	1.904497e-01	2.221109e-01	7.292712e-02	1.939959e-01	-1.210688e-01	1.575324e-01	-1.583060e-02	1.646430e-03	2.305827e-02	1.317556e-02	9.882704e-03
450           	4.125482e-01	1.903708e-01	2.221775e-01	7.305842e-02	1.940692e-01	-1.210107e-01	1.575399e-01	-1.590336e-02	1.610273e-03	2.313029e-02	1.317542e-02	9.954874e-03
451           	4.125283e-01	1.903059e-01	2.222224e-01	7.320367e-02	1.941639e-01	-1.209602e-01	1.575621e-01	-1.595827e-02	1.587657e-03	2.314013e-02	1.315772e-02	9.982406e-03
452           	4.124750e-01	1.902390e-01	2.222361e-01	7.330019e-02	1.941998e-01	-1.208996e-01	1.575497e-01	-1.599855e-02	1.552382e-03	2.316303e-02	1.313390e-02	1.002913e-02
453           	4.124349e-01	1.901837e-01	2.222513e-01	7.340486e-02	1.942648e-01	-1.208600e-01	1.575624e-01	-1.603380e-02	1.534830e-03	2.316305e-02	1.311635e-02	1.004669e-02
454           	4.123890e-01	1.901349e-01	2.222541e-01	7.343950e-02	1.942813e-01	-1.208418e-01	1.575616e-01	-1.605961e-02	1.497230e-03	2.319058e-02	1.309252e-02	1.009806e-02
455           	4.123290e-01	1.901128e-01	2.222162e-01	7.345595e-02	1.942913e-01	-1.208353e-01	1.575633e-01	-1.605168e-02	1.481007e-03	2.313254e-02	1.304728e-02	1.008526e-02
456           	4.122759e-01	1.900963e-01	2.221796e-01	7.340861e-02	1.942534e-01	-1.208448e-01	1.575491e-01	-1.604166e-02	1.434509e-03	2.311668e-02	1.299285e-02	1.012383e-02
457           	4.121997e-01	1.901106e-01	2.220891e-01	7.339311e-02	1.942470e-01	-1.208539e-01	1.575504e-01	-1.598928e-02	1.404583e-03	2.298595e-02	1.289756e-02	1.008839e-02
458           	4.121676e-01	1.901608e-01	2.220068e-01	7.333974e-02	1.942258e-01	-1.208861e-01	1.575559e-01	-1.592302e-02	1.361128e-03	2.286698e-02	1.279462e-02	1.007236e-02
459           	4.121627e-01	1.902443e-01	2.219184e-01	7.331845e-02	1.942461e-01	-1.209277e-01	1.575869e-01	-1.583708e-02	1.334184e-03	2.268584e-02	1.267710e-02	1.000874e-02
460           	4.121581e-01	1.903460e-01	2.218122e-01	7.328513e-02	1.942511e-01	-1.209660e-01	1.576085e-01	-1.573312e-02	1.293177e-03	2.250269e-02	1.254452e-02	9.958168e-03
461           	4.121701e-01	1.904756e-01	2.216945e-01	7.329041e-02	1.942956e-01	-1.210052e-01	1.576504e-01	-1.560949e-02	1.270536e-03	2.225297e-02	1.239702e-02	9.855947e-03
462           	4.122095e-01	1.906272e-01	2.215824e-01	7.330673e-02	1.943522e-01	-1.210455e-01	1.576988e-01	-1.547761e-02	1.243286e-03	2.202010e-02	1.225333e-02	9.766762e-03
463           	4.122606e-01	1.907818e-01	2.214788e-01	7.334998e-02	1.944461e-01	-1.210962e-01	1.577711e-01	-1.534849e-02	1.237432e-03	2.177020e-02	1.212253e-02	9.647670e-03
464           	4.123191e-01	1.909400e-01	2.213791e-01	7.335812e-02	1.945150e-01	-1.211569e-01	1.578359e-01	-1.521951e-02	1.234104e-03	2.155348e-02	1.201084e-02	9.542638e-03
465           	4.123719e-01	1.910964e-01	2.212755e-01	7.337530e-02	1.945986e-01	-1.212233e-01	1.579109e-01	-1.508958e-02	1.251421e-03	2.130300e-02	1.190292e-02	9.400081e-03
466           	4.124168e-01	1.912502e-01	2.211666e-01	7.335569e-02	1.946514e-01	-1.212957e-01	1.579735e-01	-1.495817e-02	1.259121e-03	2.107964e-02	1.179894e-02	9.280699e-03
467           	4.124746e-01	1.914102e-01	2.210644e-01	7.334795e-02	1.947193e-01	-1.213713e-01	1.580453e-01	-1.482709e-02	1.286295e-03	2.082813e-02	1.170036e-02	9.127769e-03
468           	4.125311e-01	1.915704e-01	2.209607e-01	7.329247e-02	1.947394e-01	-1.214470e-01	1.580932e-01	-1.469512e-02	1.311603e-03	2.060506e-02	1.161414e-02	8.990929e-03
469           	4.125879e-01	1.917171e-01	2.208709e-01	7.327800e-02	1.947943e-01	-1.215163e-01	1.581553e-01	-1.457691e-02	1.346962e-03	2.038126e-02	1.153759e-02	8.843667e-03
470           	4.126367e-01	1.918664e-01	2.207702e-01	7.321489e-02	1.947934e-01	-1.215785e-01	1.581860e-01	-1.445190e-02	1.375074e-03	2.017025e-02	1.146020e-02	8.710051e-03
471           	4.126866e-01	1.920106e-01	2.206761e-01	7.318477e-02	1.948094e-01	-1.216246e-01	1.582170e-01	-1.433275e-02	1.413296e-03	1.994423e-02	1.138541e-02	8.558818e-03
472           	4.127239e-01	1.921418e-01	2.205822e-01	7.314878e-02	1.948083e-01	-1.216595e-01	1.582339e-01	-1.422019e-02	1.437812e-03	1.975742e-02	1.131652e-02	8.440897e-03
473           	4.127654e-01	1.922468e-01	2.205186e-01	7.309921e-02	1.947746e-01	-1.216753e-01	1.582249e-01	-1.413586e-02	1.463699e-03	1.962222e-02	1.127481e-02	8.347414e-03
474           	4.127949e-01	1.923442e-01	2.204508e-01	7.310652e-02	1.947863e-01	-1.216798e-01	1.582330e-01	-1.405329e-02	1.491095e-03	1.949608e-02	1.123913e-02	8.256944e-03
475           	4.128432e-01	1.924149e-01	2.204283e-01	7.311017e-02	1.947958e-01	-1.216856e-01	1.582407e-01	-1.400669e-02	1.510945e-03	1.943335e-02	1.122762e-02	8.205732e-03
476           	4.128811e-01	1.924744e-01	2.204067e-01	7.307279e-02	1.947601e-01	-1.216873e-01	1.582237e-01	-1.396613e-02	1.525199e-03	1.939846e-02	1.122443e-02	8.174033e-03
477           	4.129217e-01	1.925042e-01	2.204175e-01	7.308595e-02	1.947652e-01	-1.216793e-01	1.582223e-01	-1.395662e-02	1.547403e-03	1.940739e-02	1.125110e-02	8.156293e-03
478           	4.129516e-01	1.925075e-01	2.204441e-01	7.307163e-02	1.947421e-01	-1.216705e-01	1.582063e-01	-1.396827e-02	1.552018e-03	1.948259e-02	1.129331e-02	8.189277e-03
479           	4.129888e-01	1.924889e-01	2.204999e-01	7.308809e-02	1.947424e-01	-1.216543e-01	1.581984e-01	-1.400549e-02	1.568476e-03	1.958438e-02	1.136067e-02	8.223716e-03
480           	4.129831e-01	1.924364e-01	2.205467e-01	7.304708e-02	1.946746e-01	-1.216275e-01	1.581511e-01	-1.405516e-02	1.558813e-03	1.972797e-02	1.142280e-02	8.305172e-03
481           	4.129453e-01	1.923718e-01	2.205735e-01	7.305633e-02	1.946371e-01	-1.215807e-01	1.581089e-01	-1.410089e-02	1.563114e-03	1.983314e-02	1.147968e-02	8.353454e-03
482           	4.129082e-01	1.922961e-01	2.206120e-01	7.300930e-02	1.945570e-01	-1.215477e-01	1.580524e-01	-1.415795e-02	1.536979e-03	1.997605e-02	1.152500e-02	8.451046e-03
483           	4.128663e-01	1.922259e-01	2.206403e-01	7.300231e-02	1.945075e-01	-1.215052e-01	1.580064e-01	-1.420722e-02	1.526891e-03	2.006840e-02	1.156109e-02	8.507309e-03
484           	4.127990e-01	1.921285e-01	2.206705e-01	7.292932e-02	1.944039e-01	-1.214746e-01	1.579393e-01	-1.427103e-02	1.483129e-03	2.020784e-02	1.158705e-02	8.620790e-03
485           	4.127305e-01	1.920511e-01	2.206794e-01	7.287632e-02	1.943195e-01	-1.214431e-01	1.578813e-01	-1.431412e-02	1.467191e-03	2.026349e-02	1.159893e-02	8.664552e-03
486           	4.126406e-01	1.919573e-01	2.206833e-01	7.276389e-02	1.941848e-01	-1.214209e-01	1.578028e-01	-1.436302e-02	1.428774e-03	2.034952e-02	1.160353e-02	8.745984e-03
487           	4.125696e-01	1.918814e-01	2.206882e-01	7.270322e-02	1.941155e-01	-1.214123e-01	1.577639e-01	-1.440343e-02	1.418244e-03	2.038388e-02	1.161018e-02	8.773696e-03
488           	4.124916e-01	1.917855e-01	2.207060e-01	7.256481e-02	1.939838e-01	-1.214190e-01	1.577014e-01	-1.446025e-02	1.397678e-03	2.048225e-02	1.163880e-02	8.843448e-03
489           	4.124456e-01	1.917165e-01	2.207291e-01	7.246493e-02	1.939086e-01	-1.214437e-01	1.576761e-01	-1.450629e-02	1.413140e-03	2.052009e-02	1.167319e-02	8.846906e-03
490           	4.123883e-01	1.916214e-01	2.207669e-01	7.230532e-02	1.937875e-01	-1.214822e-01	1.576348e-01	-1.457272e-02	1.417069e-03	2.063146e-02	1.173280e-02	8.898660e-03
491           	4.123608e-01	1.915611e-01	2.207997e-01	7.217581e-02	1.937084e-01	-1.215326e-01	1.576205e-01	-1.461926e-02	1.459120e-03	2.066027e-02	1.178926e-02	8.871015e-03
492           	4.123275e-01	1.914926e-01	2.208349e-01	7.199437e-02	1.935784e-01	-1.215840e-01	1.575812e-01	-1.467113e-02	1.488444e-03	2.073133e-02	1.185411e-02	8.877222e-03
493           	4.123251e-01	1.914492e-01	2.208758e-01	7.186799e-02	1.935117e-01	-1.216437e-01	1.575777e-01	-1.471329e-02	1.542171e-03	2.075223e-02	1.191829e-02	8.833944e-03
494           	4.123257e-01	1.914079e-01	2.209179e-01	7.168944e-02	1.933948e-01	-1.217054e-01	1.575501e-01	-1.475501e-02	1.584989e-03	2.080035e-02	1.198516e-02	8.815184e-03
495           	4.123551e-01	1.913945e-01	2.209606e-01	7.154579e-02	1.933196e-01	-1.217738e-01	1.575467e-01	-1.478304e-02	1.643788e-03	2.079277e-02	1.204017e-02	8.752594e-03
